,embeddings
195,"[-0.01188621, 0.03695727, 0.04236952, -0.0071793147, -0.038672097, 0.013983363, 0.00164063, 0.025856307, -0.059084307, 0.058328092, 0.059683107, 0.013961659, 0.029641222, 0.025458198, -0.0007616451, -0.025040632, -0.058375392, -0.012663549, -0.09498666, -0.0073803193, -0.0038931656, -0.047289193, -0.02351148, -0.026184825, -0.019125765, -0.06785434, 0.021962058, -0.03566489, -0.008403314, -0.0046666856, 0.048930258, 0.027059851, 0.003949058, -0.064301156, 0.0067573455, -0.03319469, 0.0033432248, 0.014049435, 0.04482914, -0.0030738916, -0.044193875, 0.040612295, -0.05820091, 0.01807476, -0.095204756, 0.04172175, -0.010434715, 0.07808726, -0.07012547, 0.019257566, -0.0031123715, 0.1168418, -0.004732776, 0.008404844, 0.035381712, -0.042448953, 0.021748945, -0.04628516, -0.02080299, 0.014117113, 0.027910767, 0.039289974, 0.009906634, -0.053687733, -0.018445114, -0.006359918, -0.0021320723, -0.091801964, -0.087886475, 0.044506192, -0.024374045, 0.07094028, -0.024548458, 0.017731907, -0.019944718, -0.063164994, 0.036146548, -0.00571522, -0.0007862925, 0.017733807, -0.04443254, -0.0064672986, -0.012664518, 0.046074808, -0.008187852, -0.01634622, 0.031279948, -0.04108366, -0.041229803, 0.0066717416, 0.070269376, 0.014481582, -0.0066190725, -0.023333913, 0.04826657, -0.035120446, -0.038270026, -0.076132074, 0.12103098, 0.05812943, 0.03177306, 0.05395539, -0.04536001, -0.0077284225, 0.041283753, 0.026878433, 0.006111567, -0.027777066, 0.00021733053, 0.04700003, -0.009267494, -0.013319929, 0.028709514, -0.056705195, 0.035067044, 0.011166313, -0.021044955, -0.0026920405, -0.035895407, -0.016609088, 0.012897979, -0.0052334494, 0.031507563, -0.003408786, 0.017653417, -0.0026072746, -0.004049822, -0.038061135, -0.016904816, -0.020293288, 0.072390124, -0.051737417, 0.052571647, 0.0541329, 0.0133622065, -0.011679379, -0.019627392, 0.06476479, -0.012801932, 0.019434497, -0.019850016, -0.022412026, -0.0870194, 0.07328636, 0.020498874, -0.03516267, -0.013004711, 0.016735854, -0.05616532, 0.004226677, -0.0058937985, -0.03974579, 0.06306978, -0.031108905, 0.019645143, -0.038672835, 0.03356093, -0.014914875, 0.06766564, -0.012664354, -0.038177475, -0.0023609214, -0.0047233566, 5.9216592e-05, 0.0038022553, 0.021531625, 0.0025693846, -0.028967844, -0.016808514, 0.024281966, 0.015066534, -0.025094202, -0.021021998, -0.101434775, 0.014617525, 0.0008328406, -0.010448003, 0.029822676, -0.022713108, -0.0016843779, -0.0111982, 0.03444657, -0.003860254, -0.005726848, -0.007814824, 0.01826403, -0.012154653, 0.040611885, 0.10045322, -0.059754577, 0.038290888, 0.002531365, -0.029290939, 0.022829944, -0.024827741, -0.05181203, -0.0275513, -0.002182162, 0.022690777, -0.064405985, -0.016067317, -0.059783224, 0.021353552, -0.034906305, -0.026488673, 0.05020794, -0.017897433, -0.044403054, 0.014414557, -0.007582929, 0.020142524, 0.0127881495, 0.007068428, -0.026908187, 0.02352369, -0.020207284, 0.063407816, -0.044301137, 0.029363332, 0.009606279, 0.0041851043, -0.018787172, -0.020240173, 0.039397772, -0.019975765, 0.044084992, -0.03514203, -0.013278591, 0.010731889, -0.01644208, 0.0035188922, -0.0013940607, 0.050436668, 0.024896983, 0.030085096, 0.036055367, 0.021676738, -0.036264285, -0.059610978, 0.049694177, 0.029919656, 0.060053837, 0.021439891, -0.024202464, 0.03796579, 0.050616406, 0.036621302, -0.0133719845, -0.023285495, -0.09325968, -0.03066491, -0.039139953, -0.05716435, 0.0016718083, -0.02709343, -0.025153924, -0.0024513036, -0.034804165, -0.01734728, -0.046874687, -0.0041262284, 0.015520964, -0.03079658, -0.0071953074, -0.015102808, -0.0533402, -0.009532858, -0.049560398, -0.022224385, -0.0636988, 0.041377, 0.006514727, 0.02210435, -0.021213846, 0.029229749, 0.058654916, 0.012615937, -0.0004897366, -0.008932271, -0.07441765, 0.056816828, -0.010458131, 0.042671192, 0.008128954, 0.018232675, -0.035569582, 0.020536255, -0.0010242572, -0.032174375, 0.0054855514, -0.011245914, 0.052531596, 0.07048807, 0.04418894, 0.01204556, 0.023550164, 0.02738359, 0.024048643, -0.019438135, 0.0047212197, 0.011815403, 0.039526995, -0.050059587, -0.064862564, -0.004561936, -0.0040737903, -0.050376635, -0.010389015, -0.014198503, 0.019742537, -0.047086332, 0.06514641, 0.014698728, -0.01008641, -0.013083134, 0.030983364, -0.14989802, -0.0007447351, 0.038856003, -0.02645341, 0.027762225, -0.0088518, 0.04115574, -0.010204895, 0.023350334, 0.011981016, 0.03296554, -0.026633605, 0.0073990193, 0.004759377, -0.023069061, 0.032233633, -0.046929285, -0.08690099, -0.010689218, -0.0072385278, -0.061234966, -0.024448065, 0.01448834, 0.048592404, 0.06453777, -0.009901602, 0.050826885, 0.031970076, -0.04936749, -0.028878257, -0.011559707, -0.022181405, 0.0358026, -0.045134507, 0.02463643, 0.098037705, -0.00055432384, -0.035812885, 0.020048367, 0.0037106583, 0.040108446, -0.013118574, 0.026388941, 0.0053065894, 0.005321385, -0.018122608, -0.043081082, -0.03590694, 0.057591844, -0.04984948, 0.039310463, -0.019095536, -0.007143159, -0.037139636, 0.021835463, -0.06314288, 0.0006901692, 0.041949783, 0.011033252, -0.07283222, 0.0071373275, 0.05627647, -0.03667897, 0.00073050184, -0.006383352, -0.010649639, 0.005874015, 0.021319462, -0.024709841, 0.027738357, -0.027302653, 0.02007487, 0.0017875737, -0.012934882, -0.013034458, -0.018097162, 0.00061213615, 0.023821294, -0.004248769, 0.064847454, -0.016395591, -0.008055197, 0.024713436, 0.012678101, -0.070050254, -0.044247806, 0.045128003, -0.04643662, -0.016210258, -0.034188442, 0.06063123, -0.00038737396, -0.012774665, 0.011527923, -0.0004022729, -0.035553884, 0.009686178, 0.020159382, -0.040461484, -0.006498024, 0.00747157, 0.031289812, -0.004122811, 0.06263377, -0.012021688, 0.009039182, 0.07083031, 0.042359024, 0.049463037, -0.09003553, -0.019451542, 0.026664458, -0.035953164, 0.034823935, -0.018644681, 0.029577084, -0.0035855866, -0.0051848153, 0.021231206, 0.006785829, -0.020697007, -0.0060866415, -0.065159716, 0.013613098, -0.0023529397, 0.020366555, 0.00019409436, 0.016656037, -0.039810125, 0.03687118, 0.023141488, -0.0049526053, -0.020040113, -0.050858494, -0.037112467, -0.025235724, 0.020433716, -0.054986198, -0.031918213, -0.0072639748, 0.02587507, -0.0970866, -0.006395865, -0.0007886293, -0.04641267, -0.006932051, -0.036998987, 0.056682955, 0.038707513, -0.00051548774, -0.038827218, 0.029095186, -0.045185104, 0.012530779, 0.023484824, -0.010751788, 0.033110596, 0.0016491114, -0.025043698, -0.0028421665, 0.045561574, 0.032272976, -0.009687294, 0.0069127814, -0.032173034, 0.020536387, -0.024747219, 0.03144553, 0.058197834, -0.032247093, 0.015612367, -0.023370551, 0.0314585, 0.041759875, -0.04081426, -6.5987195e-05, 0.0045534577, -0.044067588, 0.016215328, -0.014566226, -0.04400277, -0.020418897, -0.0018618188, 0.05808771, 0.055370748, 0.019088395, 0.008073829, -0.02045628, 0.017693441, -0.024558796, -0.052111283, -0.0058174366, -0.012977305, 0.006448737, 0.030739998, -0.049591992, 0.015544786, 0.05741316, -0.025031257, -0.0015740099, -0.071871065, 0.034234572, -0.026070915, 0.062165137, -0.004636165, -0.045382213, 0.023143552, 0.009087183, -0.019773329, -0.0052843513, -0.0047849747, -0.016598424, 0.051939256, 0.0052315863, -0.062078003, 0.07640138, 0.06478388, 0.054422844, 0.044265162, 0.035655715, 0.04375578, 0.021643192, 0.0037552044, -0.043583527, 0.0061852736, 0.0015535823, 0.073620744, -0.0062248935, 0.032116253, -0.028044062, -0.0065866, 0.0022488262, -0.009587588, 0.09117138, -0.028424906, -0.06120371, -0.05400465, 0.038808018, 0.028718267, -0.003063827, 0.018455707, -0.014434297, 0.014693825, -0.0061699045, -0.027040895, 0.008294063, 0.070478044, -0.020472402, 0.07543971, 0.012215106, -0.044097707, 0.027340895, -0.03314511, -0.05520202, -0.023078302, 0.013587183, 0.014876254, -0.003331806, 0.025236592, -0.045896076, -0.04267883, -0.03044796, 0.0068332516, -0.037088253, -0.0061289184, -0.008605558, 0.03958493, -0.024001237, 0.037518248, -0.039537296, -0.046053983, 0.07209378, -0.06672168, 0.028099706, 0.0044910912, 0.078145325, -0.011250403, -0.04544329, -0.02623207, 0.016541656, -0.03332182, -0.010068472, 0.08591201, 0.040193662, -0.0092666885, 0.008682628, -0.0042507024, 0.011876569, -0.035139322, -0.051847667, 0.008643331, -0.007177999, -0.03060664, 0.008615353, -0.044882577, -0.013065848, -0.024399672, -0.020467687, 0.019494805, 0.05588373, -0.043273456, 0.0023307544, -0.020987289, -0.019913511, 0.028138554, -0.028623505, -0.0017243486, -0.033234704, -0.017107224, -0.036488354, -0.0063443966, -0.020864697, -0.008459203, 0.017679207, -0.07208374, 0.031240415, 0.0030001726, 0.002933931, 0.009866433, 0.060200248, 0.023928607, -0.021488609, 0.0097977705, 0.024742763, 0.011436614, 0.051822025, 0.06541403, 0.015845584, -0.00062619045, -0.0031843663, 0.023411397, -0.021766234, -0.00071122596, -0.010681439, -0.024865856, 0.05155973, -0.00023652104, 0.0105332285, -0.06896661, -0.018175013, -0.029423216, -0.030011937, 0.03700909, 0.0028167672, -0.031823147, -0.025901431, -0.02876477, 0.033888694, -0.019969275, -0.017157972, -0.03271802, 0.010666889, 0.0073458515, -0.022461666, 0.011993317, -0.026224012, -0.052934214, -0.010856391, -0.01341988, 0.01821617, 0.009658095, 0.021297365, 0.022320392, -0.03410443, -0.0110859675, 0.009020774, -0.04374299, -0.06668202, 0.0026078457, 0.0060795043, -0.010689635, -0.0042969733, -0.0025647753, 0.016175475, -0.0589245, -0.00791124, 0.0035893258, 0.052749507, 0.07998931, 0.07058202, -0.04578128, -0.0544488, -0.09128255, -0.041316, -0.034923512, -0.013366246, -0.053308714, -0.02355482, 0.0059681362, 0.0049867425, 0.03929105, 0.009557283, -0.03836187, -0.001383925, 0.009121413, -0.005269856, 0.03870223, -0.0024821393, -0.025104707, -0.033002768, 0.042913165, -0.014969644, 0.0098445, 0.009975015, -0.005563919, -0.05598511, -0.023879753, 0.012377187, 0.08173112, -0.0073762788, -0.051177483, 0.02053185, -0.06255634, -0.013713363, 0.009009824, 0.008341322, 0.006427415, 0.00087972835, 0.004757477, -0.028865295, 0.037350286, -0.015137758, -0.016826894, 0.012637292, 0.016359376, -0.030587869, -0.05001826, 0.037846986, 0.060802717, -0.010059832, 0.013408825, -0.07575246, 0.004060061, -0.044190034, -0.04638796, 0.0400018, 0.037498984, 0.0052299295, 0.04553807, -0.059855904, 0.0020514706, 0.01788992, 5.5244782e-05, -0.0068502175, -0.039183196, 0.038023412, -0.06129081, -0.011925245, -0.034172595, -0.049303327, 0.067242585, -0.009273062]"
196,"[0.016087135, 0.05564207, 0.06788391, 0.026242383, -0.034094304, 0.040968936, -0.016802473, 0.028309038, 0.0015153042, 0.0686364, 0.057481837, 0.031821746, 0.064712085, -0.039763354, -0.00024201727, -0.024850905, -0.028531427, 0.008417054, -0.044068806, 0.0053351955, 0.013418, -0.037673935, -0.027166096, -0.0151853915, -0.03601069, -0.05926317, 0.004996006, -0.03776266, -0.0195603, -0.011464262, 0.058210097, 0.02858945, 0.01933064, -0.04971542, 0.021162072, -0.05185196, -0.0348141, 0.024030587, 0.046872865, -0.040851343, -0.06087138, 0.031664077, -0.044672392, 0.038232796, -0.0657781, -0.03741698, 0.01764425, 0.051526688, -0.07298795, 0.014374431, -0.024208304, 0.06648745, -0.011648249, 0.01582586, 0.017284501, -0.015096909, -0.00012125528, -0.059439715, 0.0004248911, 0.03328625, 0.007741509, 0.0080283275, -0.005697657, -0.02455197, 0.008495414, -0.036764696, -0.018046882, -0.027045844, -0.043948717, -0.023318144, 0.03522437, 0.09914848, -0.041702874, 0.029193617, -0.036157295, -0.041487876, 0.026991295, -0.010144063, 0.050033793, 0.07480209, -0.049097773, 0.005995685, -0.011905524, 0.039316867, 0.0008329992, -0.023700397, 0.062050488, -0.007964386, -0.056883536, -0.0572147, 0.04312465, 0.015574428, -0.012033071, -0.040595513, -0.0054257293, -0.036043666, -0.017537717, -0.034999397, 0.047703464, 0.02279541, 0.0019570102, 0.04595647, -0.07520541, -0.0046422966, 0.100496665, 0.00648288, 0.023761256, -0.020424407, -0.016780023, 0.04576439, 0.0059153903, -0.0038858773, 0.03607831, -0.069477335, 0.012091862, -0.013560185, -0.08113647, 0.012941537, -0.020023374, -0.03346325, -0.025986915, -0.007857381, 0.014694261, 0.03784319, 0.019571912, 0.020584555, -0.024515217, -0.06849027, -0.08895123, -0.022215448, 0.05096302, -0.05521591, 0.019750971, 0.020563846, -0.046929605, -0.043220762, 0.0036285967, 0.05706624, 0.014673093, 0.008459612, -0.015564729, -0.04429408, -0.08665073, 0.087306656, 0.03657289, -0.028847694, -0.009827152, 0.030331165, 0.0037297602, 0.02222594, -0.019121604, -0.039490677, 0.05243618, -0.00332911, 0.0142819695, -0.02983668, 0.006548772, -0.036187086, 0.06481305, -0.007122296, -0.0017175958, -0.0171359, 0.0004495798, 0.028323328, -0.019380394, -0.010024584, 0.011794946, -0.04401094, -0.0410969, 0.008199402, 0.035007898, -0.0037488462, -0.035511788, -0.06281068, 0.025623089, 0.037664082, 0.036316883, -0.0030298487, -0.078638025, -0.019108929, 0.07600443, -0.011498152, 0.0022648228, -0.016230935, -0.009063345, 0.046291217, -0.0731362, 0.01512491, 0.07124748, -0.068929486, -0.0016443095, -0.027263466, -0.026557399, 0.010914267, 0.00062482996, -0.007294854, -0.059137505, -0.0077979974, -0.02531359, -0.10109845, -0.024731982, -0.021733224, -0.016145688, -0.010604296, -0.04205696, 0.051593754, -0.026914887, -0.045204163, 0.040739596, -0.020365095, 0.014797101, 0.009269189, 0.0016776688, -0.0697621, -0.014684964, 0.015827017, 0.04967114, 0.0020130523, 0.0064715613, -0.032691102, -0.059392568, -0.035408817, 0.03492999, -0.010199398, -0.03890991, 0.030749444, -0.03725704, -0.061519712, 0.026551098, -0.0036791132, 0.005832398, 0.015832955, 0.025894796, 0.01264695, 0.034595706, 0.010540347, 0.012457088, -0.031588502, -0.01532299, 0.060278084, 0.06375581, 0.04274009, -0.0052759065, -0.038231082, 0.019381814, 0.07560659, 0.08964828, 0.05311418, -0.0107582, -0.04973284, 0.00071206567, -0.0072960523, -0.041522283, 0.024144828, 0.0015863164, -0.045734428, -0.03201957, -0.039843053, -0.014339877, -0.06646479, -0.010747503, 0.019405589, -0.009510966, -0.030017499, -0.0009808246, -0.09385131, 0.0075050476, -0.0532253, -0.01986945, -0.06269228, 0.010638088, -0.009036269, 0.018068876, 0.012576905, 0.02856585, 0.011211756, 0.030681647, 0.0314095, -0.026004938, -0.06264997, 0.039081093, -0.012227693, 0.0031705524, -0.0052325064, 0.0059906356, -0.027681673, 0.00914392, 0.030649964, -0.019416424, -0.02100274, -0.011956672, 0.037858, 0.0776272, 0.027646815, -0.0025205472, 0.013896592, 0.026884181, 0.01603443, -0.013595525, -0.011968782, -0.008058339, 0.003618873, -0.033182185, -0.013761074, -0.03154018, -0.026611652, -0.05368641, 0.01579811, -0.048051994, 0.025421929, -0.03297157, 0.06495285, 0.051200815, -0.039528683, 0.022032935, 0.047818203, -0.119248815, 0.00060671556, -3.5102013e-05, -0.02858584, 0.08223676, -0.017174466, 0.0021232062, 0.012747238, 0.002508396, -0.0032219882, 0.034994036, -0.03797501, 0.0069992607, 0.00039784904, 0.03552312, 0.0053465064, -0.057158608, -0.055949632, -0.005959278, 0.02116926, -0.048450325, -0.007057958, -0.0014014156, 0.0032260641, 0.03220923, 0.015678134, 0.034444705, 0.032286245, -0.053059205, -0.008362312, 0.0331636, -0.0014373099, 0.024743892, -0.04668743, 0.01867188, 0.14493503, 0.008330894, -0.045299806, 0.018614242, -0.042745046, -0.01823737, -0.0025993017, -0.010886373, 0.014078849, -0.0055641253, 0.020953262, -0.030455409, 0.018121231, 0.028405454, -0.037913196, 0.021944888, 0.00016492695, 0.0053388183, -0.043704543, 0.025138188, -0.018537117, -0.039642967, -0.001773629, 0.039212573, -0.05458347, 0.026272178, 0.09493483, -0.019870365, -0.0030885374, -0.030154819, 0.015190399, 0.024692472, 0.022352679, -0.019349623, 0.015810886, -0.042500693, 0.03640522, 0.005510033, 0.0020374185, -0.03039073, 0.0028665583, 0.012609126, 0.021094058, -0.010004101, 0.02744054, -0.02068909, -0.004046139, 0.0051985322, -0.023178536, -0.07442899, 0.010248838, 0.060196273, -0.06742828, -0.019332552, 0.0034107147, 0.042709123, 0.0133565385, -0.00010309945, 0.023327118, 0.0022006524, -0.032098018, -0.0016431663, -0.023809694, -0.058462724, 0.030264603, 0.02820859, 0.02719776, -0.021335075, 0.057095308, -0.0081636, 0.0093481, 0.05497935, 0.04247044, 0.040325586, -0.07242462, -0.018729, 0.017246053, -0.008817023, 0.017636996, -0.08733388, 0.017254217, 0.030491149, 0.012083502, 0.037029468, 0.016702645, -0.025493927, 0.018086333, -0.050186917, 0.033668064, 0.004961052, 0.05400205, 0.028101135, 0.003464935, -0.0023648913, 0.016868485, 0.051100213, 0.022141809, -0.0064269523, -0.018920986, -0.07066814, 0.030195342, 0.023330519, -0.046531778, -0.018834442, 0.06296008, 0.0756415, -0.032596655, 0.012676615, 0.025224386, -0.05066504, 0.008707335, 0.033691403, 0.04902352, 0.03977594, -0.054427844, -0.008279165, 0.01573448, -0.024484064, -0.0121518215, 0.0021019732, -0.025350045, 0.02865957, 0.035182737, -0.039298754, 0.0031697997, 0.058321096, 0.058455847, 0.01632815, 0.02150088, -0.032923207, -0.0053663733, 0.016889015, 0.0061021806, 0.07275105, -0.038918328, 0.030699981, -0.021016086, 0.011091225, 0.037582528, -0.008918843, -0.00076461665, 0.0018475371, -0.020371504, 0.0136282, -0.01355671, 0.016291477, -0.0017136667, 0.008200782, 0.07641292, 0.072040014, 0.06596166, 0.03405571, -0.035311382, -0.0024582765, -0.0042665424, -0.038386755, 0.012529825, -0.0347351, -0.008906076, 0.044241462, -0.031364933, 0.021766601, 0.012074028, 0.0049578478, 0.0373409, -0.10072124, 0.04132177, -0.04661156, 0.050051503, -0.015040827, -0.05621589, 0.05278026, 0.020015724, 0.016468568, -0.01911666, -0.052517913, -0.013257643, 0.0212931, -0.009601054, -0.052059744, 0.05420178, 0.057659525, 0.04196134, 0.03151119, 0.075387955, 0.02711606, 0.022828814, 0.009632149, -0.011558356, 0.024392694, -0.005522284, 0.07145899, -0.026358206, 0.02959974, -0.020382006, -0.010965371, 0.0122263385, -0.030396853, 0.090630144, 0.0126776835, -0.04383226, -0.033107914, 0.065019324, 0.022998372, 0.008778112, 0.046978988, 0.0015521126, 0.007135726, 0.01894014, -0.016967043, 0.0058996556, 0.029668432, 0.0040929397, 0.055022955, 0.009425593, 0.006397192, -0.018577237, -0.040407043, -0.062548876, -0.013865527, -6.333559e-05, 9.028728e-05, 0.008243739, -0.0024970036, -0.031943213, -0.0095344, -0.03639674, -0.015411045, -0.041764237, 0.019057117, -0.027368343, 0.045332335, -0.03292158, 0.05676761, -0.037817437, -0.014803947, 0.067709506, -0.017961465, 0.016174566, 0.01192106, 0.008418057, -0.013018001, -0.024864608, 0.02269514, 0.03361496, -0.06095416, 0.02692317, 0.07706733, 0.01299422, 0.010745185, -0.0032363145, -0.008239815, 0.032742944, -0.045252655, -0.010685687, 0.0029947544, -0.006302688, -0.016814636, 0.0140055055, -0.027810289, -0.016016325, 0.0006048103, -0.0070070657, -0.0013796008, 0.020236751, -0.06227875, -0.0048445957, -0.037823934, -0.024489252, 0.02532384, 0.0016253777, 0.001930492, -0.028740259, 0.0063530602, -0.017981049, -0.019411176, -0.001182618, -0.0100427605, -0.007324828, -0.04614476, 0.040506832, 0.0046463446, -0.006088253, 0.02955066, 0.035558987, 0.0065481514, -0.048571166, 0.027722739, -0.004664316, -0.0050426563, 0.0080423625, 0.032120183, 0.03747089, -0.014839623, -0.008526109, -0.038765725, -0.011311049, -0.0029579862, 0.014188563, -0.0073354426, 0.019692475, 0.03574233, -0.03696423, -0.028881146, -0.038845442, -0.04101638, -0.024644062, 0.038991023, -0.023035215, 0.014814064, -0.008584342, -0.03315989, 0.026396276, -0.01126007, 0.0020284909, -0.0003199189, 0.023901083, -0.0025385015, -0.06368306, -0.020655513, -0.0129737025, -0.07391789, 0.032634754, -0.013623741, 0.016684182, 0.044794824, -0.024758585, 0.009870795, -0.013229597, 1.9600604e-05, -0.014322829, -0.04446744, -0.042646475, 0.0037102941, -0.036010027, -0.011883378, 0.042243462, 0.01933105, 0.08552548, -0.0070500183, -0.009642449, 0.023941748, 0.03225816, 0.0605177, 0.059108928, -0.047405634, -0.034024216, -0.03721493, -0.006389774, -0.042076085, 0.004284731, -0.058345627, -0.055090543, 0.01779065, 0.025998743, 0.04483499, 0.021152897, -0.030466115, -0.016741717, 0.029310243, 0.0015156115, 0.06555178, 0.029970832, 0.012814522, -0.025061497, 0.08243366, 0.029900838, -0.025393546, 0.043698918, -0.018246045, -0.0871229, -0.05557652, 0.016735911, 0.04436936, 0.0006398119, -0.033683572, -0.02700919, -0.08096582, 0.015836846, 0.030614842, -0.010555641, -0.019872129, 0.004994444, 0.014751364, -0.0018768787, 0.043022685, -0.026044764, -0.040664006, 0.03788897, 0.039809525, -0.033869334, -0.04752716, 0.04192853, 0.004525744, -0.031949744, 0.021419397, -0.06743554, 0.02111737, -0.047711685, -0.053993724, 0.06741001, 0.00090768316, 0.012612861, 0.07622956, -0.029954905, -0.017656751, -0.04268057, 0.036706515, 0.0071986974, -0.06916542, 0.004386412, -0.037399538, 0.035180073, -0.0047598993, -0.01610486, 0.027405676, -0.019974371]"
